PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,SortKey
FJsqi,r7/ppkb3p/6p1/2p3Q1/4PP1K/2P3R1/1BP1q2P/8 w - - 8 39,c3c4 e2h2 g3h3 h2h3,1180,75,98,16750,endgame mate mateIn2 short,https://lichess.org/LflDZX7f#76,,1641500
WTHN1,2r3k1/p2b1pbp/4p1p1/q1ppP3/NrP2P2/1PQP4/PR4PP/2B2RK1 w - - 2 20,a2a3 b4a4 c3a5 a4a5,1684,76,95,15026,advantage middlegame short,https://lichess.org/MV2ihwEB#38,,1427470
tVcO3,r1b1k2r/ppp1bpp1/2n1p2p/4P3/3P4/P1NB1NPq/1P3P1P/R2QK2R w KQkq - 3 13,c3e2 h3g2 h1f1 g2f3,1447,75,96,22880,advantage fork opening short,https://lichess.org/3Xm66WSB#24,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation,2196480
nSH1A,R7/2r3bk/6p1/2B4p/4p2P/P7/4r1P1/5RK1 w - - 6 36,a8a5 c7c5 a5c5 g7d4 g1h2 d4c5,1317,72,96,17682,attraction crushing endgame fork long sacrifice,https://lichess.org/wb34MXVE#70,,1697472
4rjLq,7r/pp6/5P2/3P2qk/1P4p1/3Q4/P6p/1K5R b - - 1 46,g5g6 h1h2 h5g5 d3g6 g5g6 h2h8,1265,73,95,18288,crushing endgame long,https://lichess.org/zkuFI6Hd/black#91,,1737360
xaIMq,6k1/3RP3/p6P/1p6/8/2p2K2/5P2/4r3 b - - 0 44,g8f7 h6h7 e1h1 d7d8,1982,79,90,163765,advancedPawn crushing defensiveMove endgame rookEndgame short,https://lichess.org/OEXcCQz6/black#87,,14738850
VB6NU,1k1r3r/ppp1b1p1/5n1p/q7/2B1p2P/PP2B1Q1/4KPP1/R6R b - - 1 22,a5c3 e3a7 b8a7 g3c3,1299,75,94,19570,crushing discoveredAttack middlegame short,https://lichess.org/zsjRAn0K/black#43,,1839580
7vjpA,8/5n1p/p3pk2/5pp1/1P5P/P2NQPPK/2q5/8 w - - 0 42,d3c5 g5g4 f3g4 f5g4 h3g4 c2f5,1316,77,95,19998,attraction endgame long mate mateIn3,https://lichess.org/BuIf98Tu#82,,1899810
Xp8H1,4r1k1/pb4b1/1p2q1Bp/3p4/3p3P/6Q1/PP3PP1/2R3K1 b - - 0 27,e6e5 g6e8 e5g3 f2g3,1553,77,94,16070,advantage master middlegame short,https://lichess.org/2q3iMWs0/black#53,,1510580
1Jzcy,r2q1k1r/1bp1p1b1/pnnp2Q1/1p4N1/3P3p/2P1P2P/PP1N1PPB/R4RK1 b - - 2 15,d8e8 g5e6 f8g8 g6g7,1240,75,96,18123,mate mateIn2 middlegame short,https://lichess.org/Jat6xSRF/black#29,Indian_Defense Indian_Defense_Other_variations,1739808
MFNpG,rn1qk1nr/5p2/p2p2p1/1ppQ4/3bP3/1P6/1PP1B1PP/RNB2RK1 w kq - 2 13,g1h1 h8h2 h1h2 d8h4,1571,76,95,19668,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/yxCUFBZO#24,Philidor_Defense Philidor_Defense_Exchange_Variation,1868460
0DC0x,r4b1r/pp1Nkp2/4bp1p/1np5/8/6N1/PPP2PPP/2KRR3 b - - 1 14,a8d8 g3f5 e7e8 d7f6,1482,74,95,19895,deflection mate mateIn2 middlegame pin short,https://lichess.org/5tyFEY4u/black#27,Scandinavian_Defense Scandinavian_Defense_Other_variations,1890025
XiPwG,2rq1rk1/p5pp/3pbb2/8/2N1QP2/1P5P/P3B1P1/R4RK1 b - - 0 22,f6a1 e4e6 g8h8 f1a1,1431,77,95,19950,advantage hangingPiece intermezzo middlegame short,https://lichess.org/LF7fwt1C/black#43,,1895250
9ZJYT,1k5r/2p1R3/Q3R2p/1PK5/2P4p/q2r4/5PP1/8 w - - 0 50,c5c6 d3d6 e6d6 a3d6,1486,75,96,18959,endgame mate mateIn2 short,https://lichess.org/F1tj9kDB#98,,1820064
GfxEP,rn3r2/ppq2Nk1/2pNp1pp/8/2B5/8/PPP2PPP/3RR1K1 b - - 0 18,f8f7 d6e8 g7h7 e8c7,1642,77,95,17930,crushing fork master middlegame short,https://lichess.org/IfaS6Fae/black#35,Pirc_Defense Pirc_Defense_Other_variations,1703350
524JC,r5rk/pp3p1p/5PpQ/4P3/5R2/2pB3P/P2q2P1/5R1K b - - 0 29,d2d3 h6h7 h8h7 f4h4,1522,76,98,15473,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/cEzfjefs/black#57,,1516354
rlS4a,3r4/ppq3k1/2pr1p1p/3B1Pp1/1P6/6Q1/P2RP2P/3R2K1 w - - 0 29,d5b3 c7b6 g1h1 d6d2 d1d2 d8d2,1426,75,95,15751,crushing long middlegame,https://lichess.org/AklhN3LA#56,,1496345
mXJnY,r2qk2r/ppp3pp/4p3/3pPp2/4nPP1/3B3P/PPP2P2/R2QK2R w KQkq - 0 13,f2f3 d8h4 e1f1 h4f2,1363,74,96,17947,mate mateIn2 middlegame short,https://lichess.org/uGontNgM#24,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,1722912
FsbiQ,6rk/p6p/2P5/3p3b/3N4/2PqNP2/PP3Q1P/7K w - - 3 37,d4f5 d3b1 e3f1 b1f5,1592,74,96,18565,crushing deflection endgame master short,https://lichess.org/expqB5NC#72,,1782240
bDnbO,r4k2/3q1p1R/p1n1p3/3pP1r1/P1pP2P1/2P4P/2Q3K1/5R2 b - - 1 33,g5g7 h7h8 f8e7 h8a8 d7b7 a8h8,1449,73,95,26323,crushing defensiveMove long middlegame skewer,https://lichess.org/y74WBW9G/black#65,,2500685
pjRsE,3rr1k1/ppp1qppp/3b4/n7/Pn1P4/3QPN1P/1B3PP1/RN3RK1 w - - 1 18,d3d2 a5b3 d2c3 b3a1,1611,75,96,12682,advantage fork master middlegame short,https://lichess.org/0dN82NJ8#34,Polish_Opening Polish_Opening_Other_variations,1217472
ItSTV,1r3rk1/2b2ppp/p2qpn2/1pp1n3/P4B2/N1PP1BP1/1P3P1P/R2Q1RK1 b - - 4 19,d6d3 d1d3 e5d3 f4c7,1646,75,96,12859,crushing middlegame short,https://lichess.org/dbbGrrCj/black#37,Sicilian_Defense Sicilian_Defense_Delayed_Alapin,1234464
8VWhi,rnbq1rk1/ppp1ppb1/3p1n1B/6Q1/2PPP2P/2N5/PP3pP1/R3KBNR w KQ - 0 11,e1f2 f6g4 f2e1 g4h6,1759,74,96,15148,advantage opening short,https://lichess.org/Fa63GVPm#20,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation,1454208
eN1Ve,r1b2rk1/ppp2p1p/2np1p2/2b1p3/4P1P1/2PP1N2/PP3P1P/RN2KB1R b KQ - 1 9,c8g4 h1g1 g8h8 g1g4,1179,77,93,13910,advantage middlegame pin short,https://lichess.org/HtkaEddP/black#17,Kings_Pawn_Game Kings_Pawn_Game_Other_variations,1293630
qfbAZ,8/5pk1/1P3q1p/2Q3p1/r7/6P1/5PBP/r4RK1 b - - 0 30,f6d4 c5d4 a4d4 f1a1,1331,77,96,25200,crushing endgame short,https://lichess.org/4PvxjL3E/black#59,,2419200
AxobF,r3k2r/pp3Bpp/1qp2b2/4p2b/4P3/3P1N1P/PPP3P1/R2Q1R1K b kq - 0 14,e8f7 f3e5 f7e7 d1h5,1384,79,95,21468,advantage discoveredAttack middlegame pin short,https://lichess.org/5SL65NaG/black#27,Kings_Gambit Kings_Gambit_Other_variations,2039460
5Q6Pb,1k1q1bnr/pp4pp/2p2pn1/4P3/5PQ1/2N1B3/PPP3PP/3R2K1 b - - 1 19,d8c8 e3a7 b8a7 g4c8,1292,74,96,24254,crushing deflection middlegame queensideAttack short,https://lichess.org/mZMwmVLj/black#37,Four_Knights_Game Four_Knights_Game_Halloween_Gambit,2328384
X2e51,r4rBk/2p1q1b1/1p1p1n1p/3P1PN1/bp1BP2R/2P4Q/6PP/4R1K1 b - - 0 26,f6g8 h4h6 g8h6 h3h6 h8g8 h6h7,1752,76,96,13441,exposedKing kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/iWmKVDCY/black#51,,1290336
aM7a8,r7/3N2kp/pqp1r1p1/5b2/3P4/1PP5/PB5P/R4QK1 b - - 4 29,b6b5 c3c4 b5b4 d4d5 g7g8 d5e6,1498,75,95,20984,crushing discoveredAttack long middlegame,https://lichess.org/rqdehirM/black#57,,1993480
f0qcA,3q4/k1N1b3/pn2p2r/4B1p1/4b1P1/1PQ5/1K5P/R7 b - - 1 45,d8d3 c7b5 a7b7 c3c7 b7a8 a1a6,1458,79,95,17886,deflection fork long mate mateIn3 middlegame pin,https://lichess.org/fImhOFsr/black#89,,1699170
LaBjG,4r1k1/2q3p1/p2R4/2p5/2P1p3/1P4QP/P2R2PK/5r2 w - - 9 40,d6d7 f1h1 h2h1 c7g3,1265,75,97,20963,crushing deflection endgame short,https://lichess.org/W5pFxdqb#78,,2033411
bYXcx,2rqkb1r/pp2ppp1/2n2n2/1B4pP/8/6N1/PP1P1PP1/R1BQK2R w KQk - 2 13,d2d4 d8a5 c1d2 a5b5,1228,75,97,19943,crushing fork opening short,https://lichess.org/AQTtyLKa#24,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack,1934471
sr0Yy,2Rr3k/p2Q2pp/8/q4p2/Nb2p3/1P6/P4PPP/6K1 b - - 2 25,b4e7 d7e8 e7f8 e8f8 d8f8 c8f8,1813,74,96,16848,backRankMate endgame long mate mateIn3 xRayAttack,https://lichess.org/nE2dwXud/black#49,,1617408
Ck0RB,1r3rk1/6p1/3p1q1p/3P4/2Q2p2/2n2N1P/5PP1/R4RK1 w - - 0 27,f3d4 f6d4 c4d4 c3e2 g1h2 e2d4,1428,74,96,15498,attraction crushing fork long middlegame sacrifice,https://lichess.org/HcIv7uJX#52,,1487808
wGqHn,1r1qk2r/p1p1bppp/2p5/4p2b/4n1P1/1P1P1N1P/P1P2P2/1RBQ1RK1 w k - 0 13,g4h5 e4c3 d1e1 c3b1,1428,75,96,16660,advantage fork middlegame short,https://lichess.org/qOYgpo2g#24,Three_Knights_Opening Three_Knights_Opening_Other_variations,1599360
JP4rT,5rk1/pp1n3p/2p1p1p1/3p3P/B2P3q/5Q2/PPP2PK1/R5R1 w - - 3 24,f3h3 f8f2 g2h1 h4h3,1450,76,94,14238,deflection mate mateIn2 middlegame short,https://lichess.org/s0aGRBsH#46,,1338372
hHMpa,8/3n4/3P4/5pk1/3N3p/2p1K2P/8/8 b - - 1 54,d7e5 d4f3 g5f6 f3e5,1619,77,95,20737,crushing endgame knightEndgame short,https://lichess.org/OVnRAgUG/black#107,,1970015
ZF2Zs,3r3k/ppR3R1/5r1p/P4q2/3P4/6P1/1P1Q1P1P/6K1 w - - 1 35,d2c2 f5c2 c7c2 h8g7,1407,74,97,19826,crushing endgame short,https://lichess.org/5lcQJsZ9#68,,1923122
rMRGZ,7r/pp1rkppp/2n5/1q2P3/Q1b5/5N2/PP3PPP/R1R3K1 w - - 0 21,a4c4 d7d1 c1d1 b5c4,1366,76,95,14736,advantage deflection master middlegame short,https://lichess.org/ae8JTUBF#40,,1399920
kbnN6,6k1/R7/3B4/3p4/3p1rp1/1P1B4/P1PP1r1b/7K b - - 3 33,f2d2 d3h7 g8h8 d6e5 f4f6 e5f6,1433,77,96,19493,endgame exposedKing fork long mate mateIn3,https://lichess.org/OfKKNlx7/black#65,,1871328
X4p1Y,8/8/6p1/6R1/2pk4/3r4/2K5/8 b - - 9 52,c4c3 g5g4 d4e3 g4g3 e3e4 g3d3,1540,77,96,15693,crushing endgame long rookEndgame,https://lichess.org/2BrkN7pC/black#103,,1506528
uvyeJ,3r1rk1/1p4pp/p1p1qp2/2Bb4/P7/1PQ1P1PP/5PBK/1R6 w - - 2 28,c5f8 d5g2 h2g2 e6e4 g2h2 e4b1,1767,76,96,13811,attraction crushing fork long middlegame,https://lichess.org/Yb8xkKXm#54,,1325856
MZ6Pc,2r4k/p2n2pp/1p4p1/2pPq3/4NrPb/1Q5P/PP3PB1/4RRK1 w - - 5 26,e4c5 h4f2 g1h1 f2e1,1754,80,95,18942,crushing fork middlegame short,https://lichess.org/08DKvAzc#50,,1799490
gLXCp,r1b2rk1/ppq3b1/2pp4/4pP2/3P2p1/2PB2Pn/PP1N2K1/R2Q2BR b - - 0 24,c8f5 d3f5 f8f5 d1g4 h3f4 g3f4,1214,76,95,16374,advantage capturingDefender fork long middlegame,https://lichess.org/K9hxHz6m/black#47,,1555530
xDiuA,2r1qrk1/p4p2/1p3b1p/2nRN1p1/P1Q1P3/6B1/5PPP/4R1K1 b - - 0 22,e8a4 d5c5 a4c4 c5c4,1531,76,96,21568,advantage middlegame short,https://lichess.org/AdxNinKl/black#43,,2070528
8AL2h,r6r/pp2k3/2ppb3/B3p3/3bPp2/8/PPP3PP/R2Q1R1K w - - 2 18,c2c3 h8h2 h1h2 a8h8 d1h5 h8h5,1302,75,96,14297,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/U6Gmhgfb#34,Four_Knights_Game Four_Knights_Game_Italian_Variation,1372512
ZvlIm,1r4k1/5ppp/3p4/3Pb1P1/Q6P/2qp1P2/PP4R1/1K1R4 w - - 0 26,d1d2 b8b2 d2b2 c3e1 a4d1 e1d1,1681,76,97,14209,endgame long mate mateIn3 queensideAttack sacrifice,https://lichess.org/HWU5T351#50,,1378273
ejsoo,r3r1k1/p1q2p1p/1p3bp1/2pP4/2PnB3/3QR3/PB3PPP/4R1K1 b - - 5 21,e8e7 d5d6 c7d6 e4a8,1535,75,96,19927,crushing discoveredAttack middlegame short,https://lichess.org/U5MsF4Ho/black#41,,1912992
yhitj,r4r2/3n2kn/1pppp1pB/p3p3/P3P3/3P1N2/2P2K2/6RR b - - 3 22,g7g8 g1g6 g8f7 g6g7 f7e8 g7h7,1494,75,96,24245,crushing exposedKing fork long middlegame,https://lichess.org/Zonm55Qg/black#43,,2327520
kAfi7,r4rk1/ppp2ppp/2n5/6q1/P2p1R2/BBnP4/2PQ2PP/R5K1 w - - 3 15,a3f8 g5f4 d2f4 c3e2 g1h1 e2f4,1757,76,95,12952,advantage attraction fork long middlegame sacrifice,https://lichess.org/vIyM97Hi#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Schallopp_Defense,1230440
1zoHz,rn1q1r1k/pbpp1pp1/1p2p3/4Q3/3P4/P1nB1N2/2P2PPP/R1B1K2R b KQ - 2 11,d8f6 e5h5 f6h6 c1h6,1203,76,95,17778,crushing kingsideAttack middlegame short,https://lichess.org/hE1Slmqu/black#21,English_Defense English_Defense_Other_variations,1688910
eUQLi,3k4/6R1/3P4/p7/3nNppr/P7/1P3PK1/8 w - - 3 51,d6d7 f4f3 g2g3 d4f5 g3f4 f5g7,1615,76,96,18385,advantage endgame fork long,https://lichess.org/L0xsk1u5#100,,1764960
CuIPN,3r1rk1/p1p2p1p/2pb4/4q1p1/3Nb3/1P2P2P/PB2QPP1/3RR1K1 w - - 2 20,d4f3 e4f3 b2e5 f3e2 d1d6 c7d6,1552,74,95,19962,advantage long middlegame,https://lichess.org/RhLPgmy1#38,,1896390
dDhjF,4r1k1/3qrpp1/p6p/3p4/1P6/PQ4P1/5P1P/2RR2K1 w - - 0 29,b3d5 e7e1 d1e1 e8e1 c1e1 d7d5,1601,75,95,16685,advantage endgame long,https://lichess.org/1EijpBOp#56,,1585075
IRXyk,5rk1/1bp2pp1/p2r3p/1p1qp3/3P4/3QPN2/PP3PPP/2R1R1K1 w - - 0 20,c1c5 d5c5 d4c5 d6d3,1564,75,96,18926,crushing discoveredAttack middlegame short,https://lichess.org/BhiFmwvT#38,,1816896
u3Wc0,r3k1nr/1p3ppp/p1pb1q2/4P3/3p4/7P/PP2QPP1/RNB2RK1 b kq - 0 12,f6e5 e2e5 d6e5 f1e1 f7f6 f2f4 e8d7 f4e5,1538,74,97,12692,advantage middlegame pin veryLong,https://lichess.org/FIVvnWtr/black#23,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,1231124
u6nfv,6k1/6bp/6p1/5p2/RB2p3/4P3/Pr2KPPP/8 w - - 1 36,e2e1 b2b4 a4b4 g7c3 e1d1 c3b4,1504,75,95,19052,advantage attraction endgame fork long master sacrifice,https://lichess.org/gbJMmO2O#70,,1809940
of1Pq,r3k2r/1b2ppbp/pp4p1/8/6Q1/2N5/PPPq1PPP/R2R2K1 b kq - 1 16,d2h6 g4d7 e8f8 d7d8 a8d8 d1d8,1244,76,96,12723,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/z3kzxlHZ/black#31,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,1221408
85MxF,8/7p/1pk2p2/p2n1P2/1P1KN2P/P7/8/8 b - - 0 44,h7h6 b4b5 c6b5 d4d5,1490,76,95,13799,crushing deflection endgame knightEndgame master short,https://lichess.org/XeomiRx6/black#87,,1310905
fCegu,4kr2/4n2R/R7/3pPp2/3P4/2rP1P2/P2K4/8 b - - 6 39,c3c6 h7e7 e8e7 a6c6,1719,76,95,14140,crushing endgame short,https://lichess.org/cn08Ze5j/black#77,,1343300
Wnt6R,5r1k/p1R3p1/7p/5rq1/4p3/2Q2P2/P5PP/4R1K1 w - - 0 31,e1e4 f5f3 c3e1 f3f1 e1f1 f8f1 g1f1 g5f5 f1g1 f5e4,1428,75,95,25398,attraction crushing endgame fork pin veryLong,https://lichess.org/Gway5U5U#60,,2412810
rXjIK,4rrk1/3q4/b3p2Q/p1pnP3/3pR2P/1P4P1/P4PB1/6RK b - - 2 33,e8e7 e4g4 e7g7 g4g7 d7g7 h6e6,1374,75,95,18352,crushing exposedKing fork long middlegame,https://lichess.org/Q5Iu3ELW/black#65,,1743440
rD1Cj,r3k1r1/1bpn4/p3p3/1p1pP3/1P1P1p1q/3B1Pp1/P1PNN1QB/R4R1K w q - 2 23,h1g1 g3h2 g1h1 g8g2,1213,77,95,17585,advancedPawn advantage discoveredAttack kingsideAttack middlegame pin short,https://lichess.org/wQQviHBS#44,,1670575
6aG2u,1k2r3/pp4pp/8/2Q5/8/2P1P3/PP5q/2KR4 b - - 0 26,h2e5 d1d8 e8d8 c5e5,1410,77,96,24302,advantage deflection endgame short,https://lichess.org/D6Fp1aH0/black#51,,2332992
5UfUJ,rnb1k2r/ppp2pbp/3p2p1/3Pp3/2P1N2q/3B3P/PP3PP1/R1BQK2R b KQkq - 1 10,e8g8 c1g5 h4g5 e4g5,1569,75,94,15119,crushing opening short,https://lichess.org/TYrLyUwt/black#19,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation,1421186
ojEoO,1r2kr2/p3b1pp/4Q3/1qpNP3/1P4P1/2P2RKP/8/3n4 b - - 0 32,b5d7 f3f8 e8f8 e6d7,1300,74,96,14342,crushing middlegame pin short,https://lichess.org/cvE4X6lc/black#63,,1376832
tAo02,8/p2k1pr1/1pbqp3/8/7Q/2PB1P2/P1P3P1/3R2K1 b - - 1 31,c6f3 d3b5 d7c7 d1d6 g7g2 g1f1,1240,75,95,16956,crushing discoveredAttack endgame long pin,https://lichess.org/rXnVKdlR/black#61,,1610820
mgpdr,8/2k5/P5p1/7p/2p5/2P2P2/1P3KPP/8 w - - 1 36,b2b4 c4b3 a6a7 c7b7 f2e3 b3b2,1722,75,95,19774,advancedPawn crushing enPassant endgame long pawnEndgame,https://lichess.org/yFA2XX7g#70,,1878530
wjc2T,6k1/2p1bppp/3p4/3B4/n5P1/7P/1rKRPP2/7R w - - 0 24,c2d3 a4c5 d3e3 e7g5 f2f4 g5f4 e3f4 b2d2,1407,74,95,13631,crushing deflection endgame exposedKing veryLong,https://lichess.org/4bA7okzB#46,,1294945
gVVrG,r1b2rk1/pp4pp/2p4n/4p3/2BpP2N/Pn4P1/1P1QNqP1/R2K3R b - - 3 19,g8h8 h4g6 h7g6 h1h6 g7h6 d2h6,1432,79,95,18590,discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/d5AqMsLc/black#37,Semi-Slav_Defense Semi-Slav_Defense_Accelerated_Move_Order,1766050
Kfzvj,r5k1/ppp2p2/3b2rp/3pnq2/7Q/3PB3/PPPN1PPP/R4RK1 w - - 7 18,h2h3 e5f3 d2f3 f5f3,1332,73,95,15908,advantage kingsideAttack middlegame pin short,https://lichess.org/9SGsTXjv#34,French_Defense French_Defense_Knight_Variation,1511260
YHsPJ,5rk1/5pp1/p6p/1p1r4/3PRR2/P2n1N1P/1P3PP1/6K1 w - - 1 27,f4g4 f7f5 g4g7 g8g7,1336,73,95,22603,crushing endgame fork short,https://lichess.org/0wcx9gid#52,,2147285
hq29X,5r1k/2p5/1p1b1r1p/3Q4/p1P1Rp2/P1B2P2/1PK5/5q2 b - - 7 36,f1f3 c3f6 f8f6 e4e8 f6f8 e8f8 d6f8 d5f3,1926,79,96,14732,crushing exposedKing middlegame veryLong,https://lichess.org/TQ6M6uKZ/black#71,,1414272
Q4vjF,3Q4/8/1kp1r2r/1p6/8/P6p/1PPK4/8 b - - 3 57,b6c5 b2b4 c5c4 d8d3,1332,76,94,14787,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/87cJUzhp/black#113,,1389978
yJaZy,r4rk1/1pp2pbp/p1npqnp1/P7/3PP3/3BB1N1/1PQ2PPP/R4RK1 b - - 4 17,f6g4 d4d5 g4e3 f2e3,1505,74,96,21918,advantage fork middlegame short,https://lichess.org/gp2jl6oq/black#33,Kings_Pawn_Game Kings_Pawn_Game_Alapin_Opening,2104128
En2NL,rn1qkbnr/1pp2ppp/3p4/p3N3/2B1P1b1/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 5,g4d1 c4f7 e8e7 c3d5,1352,75,94,19896,attackingF2F7 mate mateIn2 opening short,https://lichess.org/sFTCwkcN/black#9,Philidor_Defense Philidor_Defense_Other_variations,1870224
vpiVh,rn2kbnr/p4ppp/b7/R2Pq3/2p5/2N5/1P2BPPP/2BQK2R b Kkq - 3 12,f8b4 d1a4 b8d7 a4b4,1412,77,96,24279,crushing fork opening short,https://lichess.org/IanCXBE8/black#23,Queens_Gambit_Accepted Queens_Gambit_Accepted_Central_Variation,2330784
eQFpC,8/6p1/2P1pk1p/2R2p2/1K5P/8/8/2r5 b - - 2 45,c1c5 b4c5 f6e7 c5b6,1370,75,95,18382,crushing defensiveMove endgame short,https://lichess.org/WIsi2tv7/black#89,,1746290
er7RA,1r3n2/q3p1bk/n2p2pp/prpP4/4PPPN/1PPQ4/3N1B2/1R3RK1 w - - 2 27,f2g3 c5c4 g3f2 a7f2 g1f2 c4d3,1611,74,97,16074,crushing discoveredAttack exposedKing kingsideAttack long middlegame,https://lichess.org/mPxRXYTm#52,,1559178
IZg8e,rnbqk2r/p3bppp/1p2pn2/3p4/3P1P2/2PB1N2/PP4PP/RNBQ1RK1 b kq - 1 8,c8a6 d3a6 b8a6 d1a4 d8d7 a4a6,1613,77,94,13204,advantage fork long opening,https://lichess.org/7PbJ8GdG/black#15,Indian_Defense Indian_Defense_Other_variations,1241176
7Lx1z,7k/6p1/1rq2p1p/1QpRb3/2P1P3/5P1P/6P1/5NK1 w - - 0 35,b5c5 c6c5 d5c5 e5d4 g1h2 d4c5,1166,74,95,21060,advantage attraction endgame fork long,https://lichess.org/96M1o31E#68,,2000700
DWtXh,R3Q3/6pk/5p1p/4p3/6PK/8/2P2q1P/8 w - - 3 53,h4h3 f2f3 h3h4 g7g5 h4h5 f3h3,1318,75,96,19326,endgame long mate mateIn3,https://lichess.org/aVc9uoZo#104,,1855296
l93Xv,r2q1rk1/ppp2ppp/5n2/3Pn1B1/8/2b2B2/PP3PPP/R2Q1RK1 w - - 0 14,g5f6 e5f3 d1f3 c3f6,1645,74,95,17699,advantage discoveredAttack middlegame short,https://lichess.org/Pp5WdsvH#26,French_Defense French_Defense_Exchange_Variation,1681405
mDlAP,4Rbk1/p4ppp/8/8/N2R4/6PP/PPq2P1K/8 w - - 1 30,h2g2 c2c6 e8e4 f7f5,1511,72,94,13133,advantage endgame fork short,https://lichess.org/TTFc8Yg5#58,,1234502
6mmdQ,6k1/1b3pp1/5n1p/1q6/4PQ2/2B3PP/6BK/8 b - - 0 40,f6e4 f4b8 g8h7 g2e4,1465,79,97,13874,crushing endgame intermezzo master short,https://lichess.org/Z5iSoYoO/black#79,,1345778
DrAoL,8/2p1rpk1/p7/b3P3/7q/P4QP1/7P/5R1K b - - 0 33,h4g5 f3f6 g5f6 e5f6 g7f8 f6e7,1463,76,95,16386,advancedPawn crushing endgame fork long,https://lichess.org/lJjNEmcv/black#65,,1556670
97ufK,3k4/ppRrR2p/3P1P2/6p1/8/5r2/PP6/6K1 b - - 4 38,d7c7 d6c7 d8c8 f6f7,1685,75,96,16060,advancedPawn advantage endgame rookEndgame short,https://lichess.org/0v9pgmiY/black#75,,1541760
U33C9,6k1/5pp1/8/8/p6R/7K/B1p5/2Nr4 w - - 7 49,h4a4 d1c1 a4a8 g8h7 a8c8 c1h1,1266,78,94,13729,advantage endgame hangingPiece long,https://lichess.org/jx5kieyv#96,,1290526
wgjvd,5r2/2R3pk/pQ5p/3p1p1q/8/1P3pK1/P4P2/6R1 w - - 3 39,g3f4 h5h2 f4f3 h2g1,1611,78,94,14137,crushing endgame fork short,https://lichess.org/AXoDmbYt#76,,1328878
DrIZb,8/8/2k2P2/7K/2p4P/8/8/5b2 b - - 0 54,c6d6 h5g6 f1d3 g6g7 c4c3 f6f7,1335,76,96,23441,advancedPawn bishopEndgame crushing defensiveMove endgame long,https://lichess.org/zXZTL5SI/black#107,,2250336
snpPh,5R2/1r3p2/p3pPp1/P2pP1N1/1k4P1/2p3K1/8/8 w - - 0 48,f8f7 b7f7 g5f7 c3c2 f7g5 c2c1q,1098,76,96,14610,advancedPawn crushing endgame long promotion,https://lichess.org/I4e6wWTb#94,,1402560
arQA9,r2qk2r/1p3pp1/p1b2b1p/3p4/8/1PN1P3/PBP1QPPP/2KR3R w kq - 0 15,c3d5 f6b2 c1b2 c6d5 e3e4 d8f6,1469,75,95,19948,advantage intermezzo long middlegame queensideAttack,https://lichess.org/Gu499xWi#28,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_English_Variation,1895060
Q9FvX,8/1R1n1p2/3kp2p/2p5/8/r3N3/2P2KPP/8 b - - 3 31,f7f5 e3c4 d6c6 b7d7,1530,73,95,22807,advantage endgame fork short,https://lichess.org/gJNAqFrI/black#61,,2166665
5EARa,8/6p1/5pp1/8/3K1P1P/1k6/8/8 b - - 3 51,b3b4 d4d5 f6f5 d5e6 g6g5 h4g5,1552,74,95,15443,crushing endgame long pawnEndgame,https://lichess.org/cdY9XxaI/black#101,,1467085
6Lptr,r1bq4/5k2/2p5/3pQ2N/p1pP2p1/2P5/PP1K2P1/8 b - - 0 37,c8e6 e5g7 f7e8 h5f6 d8f6 g7f6,1228,75,94,14325,advantage endgame exposedKing long,https://lichess.org/tBY5sIKS/black#73,,1346550
u7Jds,2r3k1/1p1nbp2/p2p1n1Q/3Pp1N1/1P6/q6P/5PP1/1B1R2K1 b - - 2 25,c8c1 b1h7 f6h7 h6h7 g8f8 h7f7,1197,73,96,17118,kingsideAttack long master mate mateIn3 middlegame,https://lichess.org/fNyb7Qr7/black#49,,1643328
2ciHU,r2q1bnr/ppp1k1pp/8/4p3/6b1/1B3R2/PPPP2PP/RNB1Q1K1 b - - 0 11,g4f3 e1e5 e7d7 e5e6,1672,77,95,14179,dovetailMate mate mateIn2 opening short,https://lichess.org/mhavSjeB/black#21,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,1347005
